jeux;date;affluence;compteur_date
Paralympiques;2024-09-07T02:00:00Z;NA;699
Paralympiques;2024-09-07T03:00:00Z;NA;700
Paralympiques;2024-09-07T04:00:00Z;NA;701
Paralympiques;2024-09-07T05:00:00Z;NA;702
Paralympiques;2024-09-07T06:00:00Z;NA;703
Paralympiques;2024-09-07T07:00:00Z;NA;704
Paralympiques;2024-09-07T08:00:00Z;NA;705
Paralympiques;2024-09-07T09:00:00Z;NA;706
Paralympiques;2024-09-07T10:00:00Z;NA;707
Paralympiques;2024-09-07T11:00:00Z;NA;708
Paralympiques;2024-09-07T12:00:00Z;NA;709
Paralympiques;2024-09-07T13:00:00Z;NA;710
Paralympiques;2024-09-07T14:00:00Z;NA;711
Paralympiques;2024-09-07T15:00:00Z;NA;712
Paralympiques;2024-09-07T16:00:00Z;NA;713
Paralympiques;2024-09-07T17:00:00Z;NA;714
Paralympiques;2024-09-07T18:00:00Z;NA;715
Paralympiques;2024-09-07T19:00:00Z;NA;716
Paralympiques;2024-09-07T20:00:00Z;NA;717
Paralympiques;2024-09-07T21:00:00Z;NA;718
Paralympiques;2024-09-07T22:00:00Z;NA;719
Paralympiques;2024-09-07T23:00:00Z;NA;720
Paralympiques;2024-09-08T00:00:00Z;0;721
Paralympiques;2024-09-08T01:00:00Z;0;722
Paralympiques;2024-09-08T02:00:00Z;0;723
Paralympiques;2024-09-08T03:00:00Z;0;724
Paralympiques;2024-09-08T04:00:00Z;0;725
Paralympiques;2024-09-08T05:00:00Z;0;726
Paralympiques;2024-09-08T06:00:00Z;0;727
Paralympiques;2024-09-08T07:00:00Z;0;728
Paralympiques;2024-09-08T08:00:00Z;8000;729
Paralympiques;2024-09-08T09:00:00Z;14850;730
Paralympiques;2024-09-08T10:00:00Z;38850;731
Paralympiques;2024-09-08T11:00:00Z;53850;732
Paralympiques;2024-09-08T12:00:00Z;53850;733
Paralympiques;2024-09-08T13:00:00Z;32000;734
Paralympiques;2024-09-08T14:00:00Z;21850;735
Paralympiques;2024-09-08T15:00:00Z;21850;736
Paralympiques;2024-09-08T16:00:00Z;21850;737
Paralympiques;2024-09-08T17:00:00Z;6850;738
Paralympiques;2024-09-08T18:00:00Z;0;739
Paralympiques;2024-09-08T19:00:00Z;0;740
Paralympiques;2024-09-08T20:00:00Z;77083;741
Paralympiques;2024-09-08T21:00:00Z;77083;742
Paralympiques;2024-09-08T22:00:00Z;77083;743
Paralympiques;2024-09-08T23:00:00Z;77083;744
